                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.91284,                 1.9975,                 1.5418,                 0.3072,                0.42461,                0.28687,                0.20686,                 1.0532,                 2.0924,                 1.8069,               0.008713,               0.008713,               0.008713
                     29,                 0.9187,                 1.9832,                 1.5503,                0.25646,                0.47179,                0.31263,                0.21824,                 1.1115,                 2.0763,                 1.8539,              0.0086635,              0.0086635,              0.0086635
                     30,                0.88689,                 1.9625,                 1.5281,                0.34712,                0.36182,                 0.2889,                0.20269,                 1.0854,                 2.2318,                 1.7836,               0.008614,               0.008614,               0.008614
                     31,                0.90788,                 1.9885,                 1.5332,                0.31635,                 0.4132,                0.28874,                0.20976,                  1.064,                 2.1297,                 1.8234,              0.0085645,              0.0085645,              0.0085645
                     32,                0.89107,                 1.9354,                 1.5173,                0.22349,                0.45187,                0.29508,                0.22028,                0.99539,                 2.0099,                 1.7033,               0.008515,               0.008515,               0.008515
                     33,                0.86853,                 1.8657,                 1.4989,                0.26841,                0.46714,                0.34548,                0.24345,                 1.0439,                 1.9912,                 1.7847,              0.0084655,              0.0084655,              0.0084655
                     34,                0.87985,                 1.9217,                 1.5215,                0.24691,                0.47447,                0.31382,                0.22656,                 1.0562,                 1.9797,                 1.7871,               0.008416,               0.008416,               0.008416
                     35,                0.87399,                 1.8433,                 1.5103,                0.34462,                0.44696,                0.33946,                0.24995,                 1.0084,                 1.9263,                 1.7292,              0.0083665,              0.0083665,              0.0083665
                     36,                0.86784,                 1.8463,                 1.5036,                0.36561,                0.48691,                0.36226,                0.25966,                 1.0371,                 1.8968,                 1.7781,               0.008317,               0.008317,               0.008317
                     37,                0.84413,                  1.783,                 1.4698,                0.19977,                0.50777,                0.30567,                0.21883,                 1.0328,                 2.2924,                 1.7906,              0.0082675,              0.0082675,              0.0082675
                     38,                0.83162,                 1.7879,                 1.4602,                 0.2631,                0.45507,                0.28321,                0.19942,                 1.0387,                 2.3694,                 1.7741,               0.008218,               0.008218,               0.008218
                     39,                0.85308,                 1.7979,                  1.489,                0.29827,                0.41232,                 0.3163,                0.20825,                 1.1656,                 2.1382,                 1.9759,              0.0081685,              0.0081685,              0.0081685
                     40,                0.83573,                 1.7815,                 1.4759,                0.30169,                0.45614,                0.36179,                0.26806,                   1.01,                 1.9936,                 1.7387,               0.008119,               0.008119,               0.008119
                     41,                0.86228,                 1.7588,                 1.4767,                0.31606,                0.49574,                0.39129,                0.28623,                0.98758,                 1.9326,                 1.7259,              0.0080695,              0.0080695,              0.0080695
                     42,                0.86364,                 1.7561,                  1.487,                 0.2517,                0.45205,                0.30916,                 0.2235,                 1.0411,                 2.0977,                 1.8031,                0.00802,                0.00802,                0.00802
                     43,                0.81472,                 1.6701,                 1.4428,                0.36467,                0.49323,                0.43012,                0.32037,                 1.0141,                 1.7683,                 1.7755,              0.0079705,              0.0079705,              0.0079705
                     44,                 0.8097,                 1.6564,                  1.452,                0.44748,                0.48432,                0.43491,                 0.3226,                 0.9637,                 1.8083,                 1.6794,               0.007921,               0.007921,               0.007921
                     45,                0.82686,                 1.7087,                 1.4556,                0.27894,                 0.5096,                0.34412,                0.24188,                0.99727,                  2.009,                 1.7241,              0.0078715,              0.0078715,              0.0078715
                     46,                0.81731,                 1.6578,                 1.4561,                0.36127,                0.49052,                 0.4412,                0.31221,                 1.0542,                 1.8407,                 1.8218,               0.007822,               0.007822,               0.007822
                     47,                0.80781,                 1.6015,                  1.454,                0.51709,                0.45671,                0.47758,                0.35672,                0.92278,                 1.6717,                 1.6495,              0.0077725,              0.0077725,              0.0077725
                     48,                0.79754,                 1.5833,                  1.423,                0.38721,                0.47243,                0.42527,                0.31055,                0.95899,                 1.7756,                 1.7019,               0.007723,               0.007723,               0.007723
                     49,                0.79658,                 1.5899,                 1.4497,                0.39053,                0.51056,                0.44283,                0.32308,                0.96029,                 1.7367,                 1.6859,              0.0076735,              0.0076735,              0.0076735
                     50,                0.80987,                 1.5658,                 1.4335,                 0.4254,                0.50903,                0.47201,                0.34737,                0.95901,                 1.6852,                 1.6706,               0.007624,               0.007624,               0.007624
                     51,                0.77854,                  1.564,                  1.418,                0.42772,                0.48782,                0.42489,                0.32243,                0.97762,                 1.7889,                 1.7178,              0.0075745,              0.0075745,              0.0075745
                     52,                0.78958,                   1.57,                 1.4219,                0.41924,                0.47497,                0.47327,                0.35135,                0.95346,                 1.7119,                  1.667,               0.007525,               0.007525,               0.007525
                     53,                0.80208,                 1.6123,                 1.4256,                0.53317,                0.43802,                0.47684,                0.35591,                0.91175,                 1.6945,                 1.6376,              0.0074755,              0.0074755,              0.0074755
                     54,                0.77004,                 1.5057,                 1.3991,                0.40257,                0.52158,                0.48284,                0.36188,                0.93037,                 1.7076,                 1.6422,               0.007426,               0.007426,               0.007426
                     55,                0.78987,                 1.5441,                 1.4271,                0.41167,                0.49597,                0.47178,                0.34012,                0.99092,                 1.7264,                 1.6959,              0.0073765,              0.0073765,              0.0073765
                     56,                 0.7879,                 1.4813,                 1.4219,                0.37643,                 0.4337,                0.39559,                0.28312,                0.92295,                 2.0098,                 1.6435,               0.007327,               0.007327,               0.007327
                     57,                0.78883,                 1.4898,                 1.4121,                0.41502,                0.45812,                0.45786,                0.33793,                 1.0293,                 1.7654,                 1.7958,              0.0072775,              0.0072775,              0.0072775
                     58,                0.76562,                 1.4934,                  1.408,                0.49107,                0.45494,                0.48273,                0.36184,                0.94014,                 1.6249,                 1.6941,               0.007228,               0.007228,               0.007228
                     59,                0.76707,                 1.4355,                 1.4035,                0.41805,                0.56207,                0.51061,                0.39109,                 0.9224,                 1.5912,                 1.6211,              0.0071785,              0.0071785,              0.0071785
                     60,                0.77573,                 1.4037,                 1.4042,                0.49699,                0.51939,                0.54725,                0.41892,                 0.9243,                 1.5471,                 1.6531,               0.007129,               0.007129,               0.007129
                     61,                0.76701,                 1.4143,                  1.408,                0.48118,                0.56092,                0.51521,                0.38332,                0.91485,                 1.6055,                 1.6168,              0.0070795,              0.0070795,              0.0070795
                     62,                  0.776,                 1.4068,                 1.4063,                0.44006,                0.38962,                0.41508,                0.30308,                  1.038,                 1.8966,                 1.7906,                0.00703,                0.00703,                0.00703
                     63,                0.75063,                 1.3999,                 1.3813,                0.50919,                0.53862,                0.55154,                0.41672,                 0.8939,                 1.5041,                 1.5934,              0.0069805,              0.0069805,              0.0069805
                     64,                0.75289,                 1.4009,                 1.3893,                0.49267,                0.53441,                 0.5653,                0.43446,                0.88017,                 1.4342,                 1.6018,               0.006931,               0.006931,               0.006931
                     65,                0.73504,                 1.3557,                 1.3612,                 0.5419,                0.53588,                0.56308,                0.43052,                0.93753,                 1.4455,                 1.6417,              0.0068815,              0.0068815,              0.0068815
                     66,                0.77227,                 1.3532,                 1.4075,                0.36739,                0.55026,                0.46998,                0.34594,                0.95917,                 1.7695,                 1.6858,               0.006832,               0.006832,               0.006832
                     67,                0.75836,                 1.3609,                  1.394,                0.48363,                0.51548,                0.52179,                0.38493,                0.94915,                 1.6099,                 1.6574,              0.0067825,              0.0067825,              0.0067825
                     68,                0.73351,                 1.3055,                 1.3711,                0.49918,                0.52712,                0.53515,                0.39609,                0.94272,                 1.5755,                 1.6485,               0.006733,               0.006733,               0.006733
                     69,                0.74187,                 1.3227,                 1.3833,                0.58785,                0.52196,                0.58299,                0.44185,                0.88836,                 1.4608,                 1.5721,              0.0066835,              0.0066835,              0.0066835
                     70,                0.75073,                 1.3278,                 1.3847,                0.57168,                0.50219,                0.54561,                0.41576,                0.89035,                 1.4637,                 1.6059,               0.006634,               0.006634,               0.006634
                     71,                0.72832,                 1.3022,                 1.3573,                0.56957,                0.55137,                0.58159,                0.45131,                0.87329,                 1.4491,                 1.6067,              0.0065845,              0.0065845,              0.0065845
                     72,                0.71773,                 1.2908,                 1.3596,                0.46767,                0.61792,                0.59767,                0.43813,                0.89319,                 1.3896,                 1.5903,               0.006535,               0.006535,               0.006535
                     73,                 0.7308,                 1.2554,                 1.3637,                 0.4804,                0.56071,                0.54163,                0.40941,                0.89669,                 1.5945,                 1.6079,              0.0064855,              0.0064855,              0.0064855
                     74,                0.72858,                 1.2727,                 1.3653,                0.54967,                0.56533,                0.58741,                0.43669,                0.88789,                 1.4584,                 1.5955,               0.006436,               0.006436,               0.006436
                     75,                0.72579,                 1.2233,                 1.3504,                0.64307,                0.57493,                0.63853,                0.48116,                0.87518,                 1.3436,                 1.5623,              0.0063865,              0.0063865,              0.0063865
                     76,                0.71602,                 1.2132,                 1.3529,                0.55847,                0.57221,                0.58609,                0.44022,                 0.9097,                  1.397,                 1.6386,               0.006337,               0.006337,               0.006337
                     77,                 0.7088,                 1.1945,                 1.3478,                0.58132,                0.58106,                0.60127,                0.45958,                0.86921,                 1.4217,                 1.5611,              0.0062875,              0.0062875,              0.0062875
                     78,                0.72319,                 1.2018,                 1.3585,                0.51041,                0.55678,                0.55233,                0.41552,                 0.9111,                  1.544,                  1.608,               0.006238,               0.006238,               0.006238
                     79,                0.70743,                 1.1794,                 1.3385,                0.48215,                0.58829,                0.57492,                0.45559,                 0.8605,                 1.4497,                 1.5641,              0.0061885,              0.0061885,              0.0061885
                     80,                0.68054,                 1.1599,                 1.3159,                 0.6071,                0.57353,                0.61525,                 0.4698,                0.88646,                 1.3748,                 1.5754,               0.006139,               0.006139,               0.006139
                     81,                0.70305,                  1.143,                 1.3505,                0.59537,                0.48309,                0.56396,                0.43391,                0.90992,                 1.4991,                 1.6374,              0.0060895,              0.0060895,              0.0060895
                     82,                0.72186,                 1.1747,                 1.3684,                 0.6156,                0.51742,                 0.5792,                0.43974,                0.94346,                 1.4692,                 1.6459,                0.00604,                0.00604,                0.00604
                     83,                 0.7148,                 1.1732,                 1.3391,                 0.5819,                0.63461,                0.62104,                0.47484,                0.91635,                 1.3315,                 1.6536,              0.0059905,              0.0059905,              0.0059905
                     84,                0.68852,                 1.1421,                 1.3228,                0.59253,                0.53511,                0.61469,                0.47051,                0.89032,                 1.3686,                 1.6128,               0.005941,               0.005941,               0.005941
                     85,                0.69707,                 1.1476,                 1.3416,                0.61183,                0.59126,                0.64456,                 0.4938,                0.87268,                 1.3659,                 1.5712,              0.0058915,              0.0058915,              0.0058915
                     86,                0.68352,                 1.0962,                  1.323,                0.63077,                0.52704,                0.59734,                0.44866,                0.88646,                 1.4968,                 1.6166,               0.005842,               0.005842,               0.005842
                     87,                0.67873,                 1.1059,                  1.323,                0.65053,                0.55925,                0.63599,                0.49769,                0.87254,                 1.3579,                 1.5838,              0.0057925,              0.0057925,              0.0057925
                     88,                0.68285,                 1.0913,                 1.3156,                0.61736,                0.55676,                0.64022,                0.48564,                0.87737,                 1.3264,                  1.561,               0.005743,               0.005743,               0.005743
                     89,                0.68689,                 1.0503,                 1.3118,                0.64323,                0.56242,                0.64573,                0.48522,                 0.9129,                 1.3264,                 1.6546,              0.0056935,              0.0056935,              0.0056935
                     90,                 0.6821,                 1.0716,                 1.3051,                0.55047,                0.59102,                0.61622,                0.46767,                0.90574,                 1.3583,                 1.6491,               0.005644,               0.005644,               0.005644
                     91,                0.67381,                 1.0435,                 1.3083,                0.54415,                0.61448,                0.62328,                0.47806,                0.87285,                 1.3453,                 1.5794,              0.0055945,              0.0055945,              0.0055945
                     92,                0.67327,                 1.0381,                 1.3025,                0.55828,                0.58504,                0.62037,                0.46299,                0.88271,                 1.3788,                  1.603,               0.005545,               0.005545,               0.005545
                     93,                0.65574,                 1.0306,                  1.299,                0.61859,                0.65419,                0.68282,                 0.5239,                  0.817,                 1.2299,                 1.5106,              0.0054955,              0.0054955,              0.0054955
                     94,                0.67285,                 1.0326,                 1.3042,                0.63252,                0.64847,                0.68351,                0.51903,                0.84809,                 1.1753,                 1.5518,               0.005446,               0.005446,               0.005446
                     95,                0.64808,                0.98348,                 1.2774,                0.54758,                0.66652,                0.64693,                0.50727,                0.86561,                 1.2273,                 1.5974,              0.0053965,              0.0053965,              0.0053965
                     96,                0.65995,                 1.0084,                 1.3084,                0.65427,                0.66718,                 0.7066,                0.53953,                0.86291,                 1.1916,                 1.5683,               0.005347,               0.005347,               0.005347
                     97,                 0.6525,                 0.9904,                 1.2912,                0.65226,                0.58109,                0.66937,                0.51243,                0.85448,                 1.3064,                 1.5401,              0.0052975,              0.0052975,              0.0052975
                     98,                0.66822,                 1.0275,                 1.3151,                0.66826,                 0.6482,                0.68932,                0.53597,                0.88452,                 1.1903,                  1.589,               0.005248,               0.005248,               0.005248
                     99,                0.65925,                0.99221,                 1.2899,                0.62391,                0.60964,                0.67738,                0.51461,                0.83647,                 1.2765,                 1.5399,              0.0051985,              0.0051985,              0.0051985
                    100,                0.64362,                0.94706,                 1.2875,                0.68621,                0.62026,                0.70341,                0.53767,                0.86987,                 1.1848,                 1.5799,               0.005149,               0.005149,               0.005149
                    101,                0.65767,                0.96639,                  1.294,                0.66315,                0.58662,                0.68318,                 0.5188,                0.83851,                  1.236,                 1.5317,              0.0050995,              0.0050995,              0.0050995
                    102,                0.64343,                0.94869,                 1.2782,                0.67497,                0.66298,                0.69761,                 0.5334,                0.86097,                 1.1434,                 1.5645,                0.00505,                0.00505,                0.00505
                    103,                0.66052,                 0.9635,                 1.2956,                0.65417,                0.60812,                  0.659,                0.51358,                 0.8132,                 1.2888,                 1.5185,              0.0050005,              0.0050005,              0.0050005
                    104,                0.64637,                0.94624,                   1.28,                0.67907,                0.64625,                   0.72,                0.55415,                0.83359,                 1.1411,                 1.5495,               0.004951,               0.004951,               0.004951
                    105,                0.62848,                0.92747,                 1.2736,                0.66502,                0.68653,                0.72423,                0.56765,                0.82623,                 1.1296,                 1.5599,              0.0049015,              0.0049015,              0.0049015
                    106,                0.62786,                0.89523,                 1.2611,                0.67944,                0.64394,                0.71566,                0.54097,                 0.8729,                 1.1344,                  1.586,               0.004852,               0.004852,               0.004852
                    107,                  0.643,                0.92318,                  1.284,                0.69811,                0.57292,                 0.6759,                0.51878,                 0.8438,                 1.2248,                 1.5335,              0.0048025,              0.0048025,              0.0048025
                    108,                0.65724,                0.94493,                 1.3017,                0.59867,                0.69714,                0.69563,                0.53981,                0.83227,                 1.1596,                 1.5363,               0.004753,               0.004753,               0.004753
                    109,                0.64098,                0.91032,                 1.2888,                0.74213,                0.61172,                0.71663,                0.55336,                0.83977,                 1.1105,                 1.5567,              0.0047035,              0.0047035,              0.0047035
                    110,                0.62825,                0.90323,                 1.2669,                0.70142,                0.62766,                 0.7143,                0.55814,                0.82345,                 1.1064,                 1.5256,               0.004654,               0.004654,               0.004654
                    111,                  0.616,                0.88804,                 1.2592,                0.66838,                0.67838,                0.71345,                0.55545,                0.81391,                 1.1459,                 1.5328,              0.0046045,              0.0046045,              0.0046045
                    112,                0.63201,                0.90336,                 1.2628,                0.74367,                0.63892,                0.71449,                0.56001,                0.84114,                 1.1228,                 1.5679,               0.004555,               0.004555,               0.004555
                    113,                0.63088,                0.87845,                 1.2774,                0.74412,                0.60899,                 0.7153,                0.56037,                0.81928,                 1.1472,                 1.5332,              0.0045055,              0.0045055,              0.0045055
                    114,                0.62119,                0.87905,                 1.2674,                0.65887,                0.65025,                0.69393,                0.53235,                0.89082,                 1.1401,                 1.6061,               0.004456,               0.004456,               0.004456
                    115,                0.64156,                0.89665,                 1.2746,                0.62541,                0.62708,                0.68137,                0.52816,                0.82533,                 1.1681,                 1.5358,              0.0044065,              0.0044065,              0.0044065
                    116,                0.60366,                0.85365,                 1.2489,                0.65266,                0.70656,                0.74159,                0.57217,                0.83667,                 1.0789,                  1.551,               0.004357,               0.004357,               0.004357
                    117,                0.59685,                0.84434,                 1.2449,                0.68707,                0.65164,                0.70818,                0.55733,                0.83799,                  1.167,                 1.5363,              0.0043075,              0.0043075,              0.0043075
                    118,                0.59898,                0.84314,                  1.243,                0.72784,                0.65575,                0.73701,                0.57558,                0.84152,                 1.0724,                 1.5341,               0.004258,               0.004258,               0.004258
                    119,                0.60294,                0.82908,                  1.255,                0.64086,                0.65966,                0.71421,                0.55839,                0.82117,                  1.145,                  1.542,              0.0042085,              0.0042085,              0.0042085
                    120,                0.59761,                0.82673,                 1.2528,                0.70048,                0.63685,                0.72366,                0.56119,                0.84838,                 1.1236,                  1.542,               0.004159,               0.004159,               0.004159
                    121,                0.60185,                 0.8248,                 1.2425,                0.73261,                0.68932,                0.74582,                 0.5845,                0.80183,                 1.0556,                 1.4921,              0.0041095,              0.0041095,              0.0041095
                    122,                0.61744,                0.83312,                 1.2648,                0.69453,                0.68039,                0.72393,                0.56362,                0.81257,                 1.1024,                 1.5252,                0.00406,                0.00406,                0.00406
                    123,                0.60139,                0.81315,                 1.2383,                0.76487,                0.60006,                0.72141,                0.56978,                0.80599,                 1.1065,                 1.5062,              0.0040105,              0.0040105,              0.0040105
                    124,                0.60869,                0.86357,                 1.2659,                0.62769,                0.70721,                0.72722,                0.57406,                0.78552,                 1.1304,                 1.4747,               0.003961,               0.003961,               0.003961
                    125,                0.59948,                0.82526,                  1.234,                0.63034,                 0.7126,                0.72207,                0.55817,                0.81997,                 1.1205,                 1.5377,              0.0039115,              0.0039115,              0.0039115
                    126,                 0.5923,                 0.8058,                 1.2439,                0.71894,                0.64766,                0.73239,                0.56425,                0.82599,                 1.1414,                 1.5422,               0.003862,               0.003862,               0.003862
                    127,                 0.5894,                0.79911,                 1.2307,                0.71648,                0.66862,                0.72593,                0.56875,                0.79888,                 1.1436,                 1.5212,              0.0038125,              0.0038125,              0.0038125
                    128,                0.58019,                0.81778,                 1.2285,                0.75099,                0.66047,                0.75309,                0.58545,                0.78547,                 1.0693,                 1.4916,               0.003763,               0.003763,               0.003763
                    129,                0.58211,                0.78147,                 1.2351,                0.73798,                0.69586,                0.75929,                0.58278,                0.82763,                 1.0638,                 1.5277,              0.0037135,              0.0037135,              0.0037135
                    130,                0.58685,                0.78849,                 1.2242,                0.75938,                0.61841,                0.74238,                0.57845,                0.82346,                 1.0995,                  1.529,               0.003664,               0.003664,               0.003664
                    131,                0.57432,                0.75784,                 1.2268,                0.70665,                   0.68,                0.74598,                0.56768,                0.82686,                 1.0849,                  1.515,              0.0036145,              0.0036145,              0.0036145
                    132,                0.57287,                0.76666,                 1.2235,                0.74178,                0.70749,                0.76741,                0.59903,                0.81472,                 1.0208,                  1.527,               0.003565,               0.003565,               0.003565
                    133,                0.57915,                0.78812,                 1.2198,                 0.7333,                0.68661,                0.77069,                0.60141,                0.79126,                 0.9831,                  1.487,              0.0035155,              0.0035155,              0.0035155
                    134,                 0.5773,                0.75871,                 1.2256,                0.69794,                0.65839,                0.74544,                0.57286,                0.83091,                 1.0745,                 1.5452,               0.003466,               0.003466,               0.003466
                    135,                 0.5642,                0.75272,                 1.2092,                0.66063,                0.65489,                0.71085,                0.55291,                0.85679,                  1.158,                 1.6183,              0.0034165,              0.0034165,              0.0034165
                    136,                0.57517,                0.76583,                 1.2156,                0.73889,                0.68527,                0.74881,                0.57954,                0.82719,                 1.0368,                 1.5371,               0.003367,               0.003367,               0.003367
                    137,                0.56743,                0.74295,                 1.2188,                0.71183,                0.71986,                0.75885,                0.59939,                0.78378,                 1.0253,                 1.4858,              0.0033175,              0.0033175,              0.0033175
                    138,                 0.5743,                 0.7533,                 1.2166,                0.71959,                0.67666,                0.74448,                0.58651,                0.80766,                 1.0637,                 1.5215,               0.003268,               0.003268,               0.003268
                    139,                0.55416,                0.74026,                 1.1978,                0.77404,                0.63558,                0.74897,                0.58768,                 0.7919,                 1.0156,                 1.5028,              0.0032185,              0.0032185,              0.0032185
                    140,                0.57795,                0.75579,                 1.2163,                0.78914,                0.62632,                0.74891,                0.58287,                0.82813,                 1.0606,                 1.5303,               0.003169,               0.003169,               0.003169
                    141,                0.58455,                 0.7662,                 1.2341,                0.72732,                0.68208,                0.74925,                0.59091,                0.79454,                 1.0492,                 1.5065,              0.0031195,              0.0031195,              0.0031195
                    142,                0.57434,                0.74243,                 1.2118,                0.69458,                0.69127,                0.75421,                0.59727,                0.79928,                 1.0092,                 1.5211,                0.00307,                0.00307,                0.00307
                    143,                0.56834,                0.70293,                  1.226,                0.67222,                0.68457,                0.74659,                 0.5748,                 0.8198,                 1.0743,                 1.5446,              0.0030205,              0.0030205,              0.0030205
                    144,                0.55242,                0.70366,                 1.2036,                0.75179,                0.70064,                0.76831,                0.59432,                0.81419,                 1.0076,                 1.5478,               0.002971,               0.002971,               0.002971
                    145,                0.57445,                0.73877,                  1.225,                0.71858,                0.68126,                 0.7563,                0.60337,                0.79019,                 1.0294,                 1.5062,              0.0029215,              0.0029215,              0.0029215
                    146,                0.55653,                0.71336,                 1.1991,                0.74031,                 0.7087,                 0.7794,                0.61002,                0.79941,                0.97562,                 1.5113,               0.002872,               0.002872,               0.002872
                    147,                0.56429,                0.71676,                 1.2231,                0.71893,                0.70928,                0.77502,                 0.6042,                0.78603,                0.97878,                 1.4941,              0.0028225,              0.0028225,              0.0028225
                    148,                0.57943,                0.71309,                 1.2142,                0.69908,                0.74227,                0.76795,                0.60206,                0.78903,                0.99547,                 1.5094,               0.002773,               0.002773,               0.002773
                    149,                0.56716,                0.70929,                 1.2088,                0.71436,                0.71608,                0.78023,                0.60851,                0.79401,                0.96746,                 1.5017,              0.0027235,              0.0027235,              0.0027235
                    150,                0.56149,                 0.6913,                 1.2121,                 0.7164,                0.71613,                0.78377,                0.61933,                0.76629,                 0.9528,                 1.4748,               0.002674,               0.002674,               0.002674
                    151,                0.53323,                0.67687,                 1.1806,                0.72079,                0.72458,                0.77616,                0.61403,                0.77968,                0.98746,                 1.5013,              0.0026245,              0.0026245,              0.0026245
                    152,                0.54482,                0.68388,                 1.1908,                0.75101,                0.70308,                0.77857,                0.61268,                0.77732,                0.96944,                 1.4858,               0.002575,               0.002575,               0.002575
                    153,                0.53474,                0.66814,                 1.1873,                0.80386,                0.67647,                0.77983,                0.61249,                0.77159,                0.97432,                 1.4776,              0.0025255,              0.0025255,              0.0025255
                    154,                0.52887,                0.65884,                 1.1847,                0.76045,                0.71689,                0.78794,                0.61935,                0.77248,                0.98947,                  1.511,               0.002476,               0.002476,               0.002476
                    155,                 0.5456,                0.66101,                 1.1843,                0.72068,                0.71795,                0.75582,                0.60162,                 0.7791,                 1.0087,                 1.5055,              0.0024265,              0.0024265,              0.0024265
                    156,                0.54892,                0.66845,                 1.1916,                0.75287,                 0.6884,                0.77017,                0.60375,                0.78663,                0.99117,                 1.5015,               0.002377,               0.002377,               0.002377
