                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.77292,                 1.4607,                 1.2322,                0.66568,                0.56836,                0.62575,                0.49226,                0.82141,                 1.3764,                 1.3492,               0.006931,               0.006931,               0.006931
                     34,                0.80005,                 1.4737,                 1.2618,                0.51356,                0.59784,                0.59185,                0.47147,                0.81176,                 1.3817,                 1.3199,               0.006832,               0.006832,               0.006832
                     35,                0.78149,                 1.4013,                 1.2414,                0.48052,                0.47213,                0.48931,                0.38838,                0.79977,                 1.7636,                 1.3135,               0.006733,               0.006733,               0.006733
                     36,                0.77212,                 1.4064,                 1.2409,                0.57428,                0.54067,                 0.5447,                0.43054,                0.83954,                 1.5551,                 1.3662,               0.006634,               0.006634,               0.006634
                     37,                0.76208,                 1.3887,                 1.2213,                0.64204,                0.45218,                0.56492,                0.44599,                0.84326,                 1.5421,                 1.3661,               0.006535,               0.006535,               0.006535
                     38,                0.73881,                 1.3509,                 1.2097,                0.46615,                0.54485,                0.53985,                0.43874,                0.79514,                 1.5796,                  1.327,               0.006436,               0.006436,               0.006436
                     39,                0.75243,                 1.3589,                 1.2296,                0.45949,                0.51508,                0.52481,                 0.4114,                0.81506,                 1.8009,                 1.3215,               0.006337,               0.006337,               0.006337
                     40,                0.73915,                 1.3555,                 1.2122,                0.59749,                0.54142,                0.58189,                0.45596,                0.81898,                 1.4548,                 1.3193,               0.006238,               0.006238,               0.006238
                     41,                0.74764,                 1.3223,                 1.2087,                0.70387,                0.52703,                0.62362,                0.50549,                0.80093,                 1.3626,                 1.3166,               0.006139,               0.006139,               0.006139
                     42,                0.74615,                 1.3011,                 1.2161,                0.51944,                0.60122,                0.57749,                0.47366,                0.76062,                 1.3907,                 1.2695,                0.00604,                0.00604,                0.00604
                     43,                0.71854,                 1.2537,                 1.1954,                0.65784,                0.58494,                0.63519,                0.51484,                0.78451,                 1.2607,                 1.3003,               0.005941,               0.005941,               0.005941
                     44,                0.71665,                 1.2398,                 1.2036,                 0.6429,                0.55464,                0.59202,                0.47985,                0.76559,                 1.3891,                 1.2825,               0.005842,               0.005842,               0.005842
                     45,                0.71581,                 1.2835,                 1.1961,                0.56274,                0.55279,                0.57027,                0.45777,                0.82048,                 1.4629,                 1.3415,               0.005743,               0.005743,               0.005743
                     46,                0.70382,                 1.2162,                 1.1895,                0.51622,                0.54582,                 0.5573,                0.44164,                0.82859,                 1.5194,                 1.3827,               0.005644,               0.005644,               0.005644
                     47,                0.69423,                 1.1906,                 1.1955,                0.59754,                0.58575,                0.62465,                0.52028,                0.77491,                 1.3189,                 1.2943,               0.005545,               0.005545,               0.005545
                     48,                0.71868,                 1.1907,                 1.1887,                0.68162,                0.56185,                0.64713,                0.52288,                0.76815,                 1.3585,                 1.3016,               0.005446,               0.005446,               0.005446
                     49,                0.70225,                 1.1969,                 1.1842,                 0.5665,                0.57247,                 0.5963,                0.47786,                0.73825,                  1.366,                 1.2511,               0.005347,               0.005347,               0.005347
                     50,                0.70279,                 1.1469,                 1.1835,                0.61913,                0.64909,                0.67848,                0.54232,                0.74635,                  1.179,                 1.2813,               0.005248,               0.005248,               0.005248
                     51,                0.67638,                 1.1203,                 1.1683,                0.52194,                0.55115,                0.57394,                0.47673,                0.74117,                 1.5062,                 1.2661,               0.005149,               0.005149,               0.005149
                     52,                0.69107,                 1.1375,                 1.1818,                 0.6254,                0.65684,                0.67827,                 0.5482,                0.75357,                  1.197,                 1.2603,                0.00505,                0.00505,                0.00505
                     53,                0.69688,                 1.1824,                  1.188,                0.65237,                0.60354,                0.64992,                0.52833,                0.74324,                 1.1894,                 1.2699,               0.004951,               0.004951,               0.004951
                     54,                0.66757,                 1.0923,                 1.1567,                 0.6597,                0.62668,                 0.7018,                0.56805,                0.74927,                 1.1501,                  1.262,               0.004852,               0.004852,               0.004852
                     55,                0.68145,                 1.1009,                 1.1758,                0.60189,                0.59735,                0.63419,                0.51572,                0.78978,                 1.3243,                 1.3271,               0.004753,               0.004753,               0.004753
                     56,                0.67738,                 1.0733,                 1.1647,                0.68663,                0.58652,                0.67976,                0.55395,                0.76414,                 1.1757,                 1.2855,               0.004654,               0.004654,               0.004654
                     57,                0.68528,                 1.0727,                 1.1759,                0.66577,                0.66245,                0.70676,                0.57413,                 0.7093,                 1.0958,                 1.2291,               0.004555,               0.004555,               0.004555
                     58,                0.64963,                 1.0531,                 1.1546,                 0.7007,                0.59151,                0.68571,                0.55058,                0.74485,                 1.1709,                 1.2918,               0.004456,               0.004456,               0.004456
                     59,                0.66948,                 1.0334,                 1.1683,                0.64577,                0.64681,                0.68352,                0.55731,                0.72177,                 1.1733,                 1.2399,               0.004357,               0.004357,               0.004357
                     60,                0.66481,                 1.0111,                 1.1629,                 0.6145,                0.65747,                0.67873,                0.55534,                0.72943,                 1.1916,                  1.246,               0.004258,               0.004258,               0.004258
                     61,                0.64778,                  1.001,                 1.1564,                0.60799,                0.61117,                0.67011,                0.54418,                 0.7483,                 1.2761,                 1.2613,               0.004159,               0.004159,               0.004159
                     62,                0.66707,                0.98018,                 1.1623,                0.63072,                0.59617,                0.65012,                0.52827,                 0.7707,                 1.2569,                 1.3036,                0.00406,                0.00406,                0.00406
                     63,                0.64308,                0.97304,                  1.147,                0.66987,                0.67661,                0.69965,                0.57022,                0.73715,                 1.1205,                  1.262,               0.003961,               0.003961,               0.003961
                     64,                0.65413,                0.97577,                 1.1634,                0.56899,                0.66499,                0.66161,                0.53702,                0.76406,                 1.3213,                  1.305,               0.003862,               0.003862,               0.003862
                     65,                0.62984,                0.94617,                 1.1317,                0.62338,                0.63509,                0.68787,                0.56568,                0.71984,                 1.2387,                 1.2487,               0.003763,               0.003763,               0.003763
                     66,                0.63794,                 0.9627,                 1.1398,                0.71528,                0.64363,                0.72687,                0.59159,                0.71185,                 1.0661,                 1.2141,               0.003664,               0.003664,               0.003664
                     67,                 0.6389,                0.94847,                   1.14,                0.70917,                0.58409,                0.68161,                0.55802,                0.71973,                 1.1858,                 1.2226,               0.003565,               0.003565,               0.003565
                     68,                0.61709,                0.89059,                 1.1323,                0.63634,                0.70513,                0.71827,                0.59264,                0.66483,                 1.0824,                 1.1892,               0.003466,               0.003466,               0.003466
                     69,                0.62468,                0.91146,                 1.1321,                0.67003,                0.68492,                0.72004,                0.57518,                0.72943,                 1.0741,                 1.2629,               0.003367,               0.003367,               0.003367
                     70,                0.63529,                 0.9027,                 1.1406,                0.66465,                 0.6892,                0.70132,                0.57741,                0.68768,                 1.0896,                 1.2091,               0.003268,               0.003268,               0.003268
                     71,                0.60638,                0.88902,                 1.1216,                0.67632,                0.68363,                0.71556,                0.56988,                0.72033,                 1.0812,                 1.2368,               0.003169,               0.003169,               0.003169
                     72,                0.60487,                0.88627,                 1.1231,                0.65309,                0.68672,                0.71837,                0.59923,                0.70132,                 1.0543,                 1.2354,                0.00307,                0.00307,                0.00307
                     73,                0.60458,                0.86896,                 1.1179,                0.72328,                0.64405,                0.70509,                0.59566,                0.65404,                 1.0648,                 1.1877,               0.002971,               0.002971,               0.002971
                     74,                0.59619,                0.86051,                 1.1085,                0.72335,                0.71438,                 0.7562,                0.62811,                  0.666,                 0.9954,                 1.1951,               0.002872,               0.002872,               0.002872
                     75,                0.60352,                0.83688,                 1.1197,                0.68173,                0.67807,                0.71863,                0.58619,                0.68928,                 1.0795,                 1.2095,               0.002773,               0.002773,               0.002773
                     76,                0.59549,                0.83136,                 1.1234,                0.68279,                0.69306,                0.73671,                0.60288,                0.71087,                 1.0204,                 1.2343,               0.002674,               0.002674,               0.002674
                     77,                0.59448,                0.81842,                 1.1127,                 0.7265,                 0.7088,                0.76889,                0.64174,                0.66482,                 0.9658,                 1.1866,               0.002575,               0.002575,               0.002575
                     78,                0.59999,                0.81518,                 1.1164,                0.74867,                0.63248,                0.72777,                0.60068,                0.69561,                 1.0634,                 1.2277,               0.002476,               0.002476,               0.002476
                     79,                0.57957,                0.80867,                 1.1012,                0.62632,                0.73744,                 0.7402,                0.61526,                0.68626,                0.99858,                 1.2166,               0.002377,               0.002377,               0.002377
                     80,                0.56582,                 0.7768,                 1.0985,                0.73213,                0.70376,                0.78011,                 0.6499,                0.67386,                0.94376,                 1.1944,               0.002278,               0.002278,               0.002278
                     81,                0.58137,                0.75806,                 1.1124,                0.70335,                0.71782,                0.76113,                0.62885,                 0.6707,                 0.9572,                    1.2,               0.002179,               0.002179,               0.002179
                     82,                0.56937,                0.77489,                 1.1067,                0.74391,                0.70013,                  0.772,                0.64364,                0.66924,                0.95406,                 1.1931,                0.00208,                0.00208,                0.00208
                     83,                0.57059,                0.77996,                 1.0963,                0.71842,                0.73303,                0.76746,                0.63438,                0.64809,                0.94464,                 1.1658,               0.001981,               0.001981,               0.001981
                     84,                 0.5599,                0.74422,                 1.0978,                0.69611,                0.74921,                0.77729,                0.64632,                0.66378,                 0.9477,                 1.1933,               0.001882,               0.001882,               0.001882
                     85,                0.55872,                0.74608,                 1.0973,                0.70929,                0.73984,                0.77529,                0.64703,                0.64435,                0.91471,                 1.1816,               0.001783,               0.001783,               0.001783
                     86,                0.55499,                0.72461,                 1.0875,                0.71339,                0.72946,                0.76812,                0.63521,                0.64755,                0.96172,                 1.1724,               0.001684,               0.001684,               0.001684
                     87,                0.54718,                0.70648,                 1.0885,                0.73991,                0.71027,                0.76696,                 0.6376,                0.63103,                0.95004,                 1.1721,               0.001585,               0.001585,               0.001585
                     88,                 0.5417,                0.71949,                 1.0755,                0.77377,                0.69033,                0.79078,                0.66078,                0.64082,                0.89093,                 1.1782,               0.001486,               0.001486,               0.001486
                     89,                0.54082,                  0.701,                 1.0824,                0.71185,                0.75199,                0.78516,                0.65241,                0.63647,                0.93035,                 1.1684,               0.001387,               0.001387,               0.001387
                     90,                0.54721,                0.69811,                 1.0784,                0.72792,                0.73336,                0.76771,                0.64237,                 0.6655,                0.96087,                 1.1818,               0.001288,               0.001288,               0.001288
                     91,                0.47777,                0.65259,                 1.0662,                0.72715,                0.69615,                0.76353,                0.63475,                0.66039,                0.95519,                 1.1951,               0.001189,               0.001189,               0.001189
                     92,                0.43403,                0.54366,                 1.0364,                0.71668,                0.71205,                0.76103,                0.64855,                0.63163,                0.98574,                 1.1556,                0.00109,                0.00109,                0.00109
                     93,                0.42472,                0.53584,                 1.0376,                0.73792,                0.73367,                0.78639,                0.66047,                0.62388,                0.89118,                 1.1494,               0.000991,               0.000991,               0.000991
                     94,                0.42831,                0.51229,                 1.0236,                0.74267,                0.75795,                0.79695,                0.66739,                0.63016,                0.88759,                 1.1558,               0.000892,               0.000892,               0.000892
                     95,                0.40382,                0.48929,                 1.0051,                0.72558,                0.75288,                0.80474,                0.66931,                0.63256,                0.86884,                 1.1738,               0.000793,               0.000793,               0.000793
                     96,                0.40709,                0.48511,                 1.0138,                0.71649,                0.76988,                0.80603,                0.68607,                0.60645,                0.86664,                 1.1323,               0.000694,               0.000694,               0.000694
                     97,                0.39154,                0.46063,                 1.0066,                0.77157,                0.74157,                0.79732,                0.68639,                0.61371,                0.86045,                 1.1456,               0.000595,               0.000595,               0.000595
                     98,                0.39476,                0.46725,                0.99924,                0.82575,                0.71913,                0.80795,                0.69145,                0.59521,                0.83078,                   1.13,               0.000496,               0.000496,               0.000496
                     99,                 0.3867,                0.44832,                0.99703,                0.81141,                0.71961,                0.80359,                0.68484,                0.59827,                0.83225,                 1.1337,               0.000397,               0.000397,               0.000397
                    100,                0.38787,                0.44536,                 1.0125,                0.79186,                0.74316,                0.81044,                0.68721,                0.59537,                0.83315,                 1.1261,               0.000298,               0.000298,               0.000298
